gene_id	utrname1	gene_symbol	gs_id
54972	NM_178031	TMEM132A	8578
54972	NM_017870	TMEM132A	8578
54973	NM_001256456	INTS11	8315
54973	NM_001256460	INTS11	8315
54973	NM_017871	INTS11	8315
54973	NM_001256463	INTS11	8315
54973	NM_001256462	INTS11	8315
54974	NM_001317825	THG1L	10477
54974	NM_001317824	THG1L	10477
54974	NM_001317826	THG1L	10477
54974	NM_017872	THG1L	10477
54976	NR_047675	C20orf27	7965
54976	NM_001039140	C20orf27	7965
54976	NM_001258430	C20orf27	7965
54976	NM_001258429	C20orf27	7965
54977	NM_017875	SLC25A38	11482
54978	NM_017877	SLC35F6	732
54980	NM_017880	C2orf42	8025
54981	NR_023352	NMRK1	8419
54981	NM_017881	NMRK1	8419
54981	NM_001127603	NMRK1	8419
54982	NM_017882	CLN6	7462
54984	NM_017884	PINX1	11001
54984	NM_001284356	PINX1	11001
54987	NM_001304760	C1orf123	11087
54987	NM_017887	C1orf123	11087
54987	NR_130897	C1orf123	11087
54987	NM_001304759	C1orf123	11087
54989	NM_014106	ZNF770	6876
54991	NM_017891	C1orf159	12458
54993	NM_017894	ZSCAN2	13856
54993	NM_181877	ZSCAN2	13856
54993	NM_001007072	ZSCAN2	13856
54994	NM_017896	GID8	2289
54996	NM_001317338	MARC2	5664
54996	NM_017898	MARC2	5664
54998	NM_001127230	AURKAIP1	10988
54998	NM_001127229	AURKAIP1	10988
54998	NM_017900	AURKAIP1	10988
55001	NM_001114108	TTC22	11876
55001	NM_017904	TTC22	11876
55002	NM_017905	TMCO3	8452
55003	NM_017906	PAK1IP1	8368
55004	NM_017907	LAMTOR1	9341
55005	NM_001271937	RMND1	14262
55005	NM_017909	RMND1	14262
55006	NM_017910	TRMT61B	10969
55007	NM_001104595	FAM118A	6833
55007	NM_017911	FAM118A	6833
55008	NM_017912	HERC6	252
55008	NM_001165136	HERC6	252
55009	NM_017914	C19orf24	14399
55011	NM_017916	PIH1D1	9484
55012	NM_001305155	PPP2R3C	5117
55012	NM_001305156	PPP2R3C	5117
55012	NM_017917	PPP2R3C	5117
55012	NR_130972	PPP2R3C	5117
55013	NM_017918	MCUB	8669
55014	NM_017919	STX17	11323
55015	NM_017922	PRPF39	9264
55016	NM_017923	MARCH1	3887
55016	NM_001166373	MARCH1	3887
55017	NM_017924	C14orf119	14304
55020	NM_017931	TTC38	11561
55023	NM_017934	PHIP	9187
55024	NM_017935	BANK1	12743
55024	NM_001127507	BANK1	12743
55024	NM_001083907	BANK1	12743
55026	NM_001104545	TMEM255A	8022
55026	NM_001104544	TMEM255A	8022
55026	NM_017938	TMEM255A	8022
55027	NM_182922	HEATR3	10721
55028	NM_001100622	C17orf80	1163
55028	NM_001100621	C17orf80	1163
55028	NM_017941	C17orf80	1163
55028	NM_001288771	C17orf80	1163
55028	NM_001288770	C17orf80	1163
55030	NM_017943	FBXO34	7548
55030	NM_152231	FBXO34	7548
55031	NM_017944	USP47	6609
55031	NM_001282659	USP47	6609
55032	NM_017945	SLC35A5	7070
55033	NM_017946	FKBP14	4258
55033	NR_046479	FKBP14	4258
55033	NR_046478	FKBP14	4258
55034	NM_017947	MOCOS	4252
55035	NM_017948	NOL8	6293
55035	NR_046106	NOL8	6293
55035	NM_001256394	NOL8	6293
55037	NM_017952	PTCD3	1701
55038	NM_017955	CDCA4	1450
55038	NM_145701	CDCA4	1450
55041	NM_001100623	PLEKHB2	901
55041	NM_001267065	PLEKHB2	901
55041	NM_017958	PLEKHB2	901
55041	NM_001309450	PLEKHB2	901
55041	NM_001267064	PLEKHB2	901
55041	NM_001267063	PLEKHB2	901
55041	NM_001267068	PLEKHB2	901
55041	NM_001309452	PLEKHB2	901
55041	NM_001309448	PLEKHB2	901
55041	NM_001267062	PLEKHB2	901
55041	NM_001267067	PLEKHB2	901
55041	NM_001309451	PLEKHB2	901
55041	NM_001267066	PLEKHB2	901
55048	NM_017966	VPS37C	1497
55051	NM_017970	NRDE2	11252
55052	NM_001318485	MRPL20	447
55052	NM_017971	MRPL20	447
55054	NM_017974	ATG16L1	10222
55054	NM_198890	ATG16L1	10222
55054	NM_030803	ATG16L1	10222
55054	NM_001190267	ATG16L1	10222
55054	NM_001190266	ATG16L1	10222
55055	NM_001287823	ZWILCH	13789
55055	NM_017975	ZWILCH	13789
55055	NM_001287821	ZWILCH	13789
55055	NM_001287822	ZWILCH	13789
55057	NM_001039775	CRYBG2	4565
55061	NM_017982	SUSD4	12354
55061	NM_001037175	SUSD4	12354
55064	NM_001039395	SPATA6L	3845
55065	NM_001104577	SLC52A1	3602
55065	NM_017986	SLC52A1	3602
55066	NM_017990	PDPR	5742
55066	NM_001322118	PDPR	5742
55066	NM_001322117	PDPR	5742
55066	NM_001322119	PDPR	5742
55068	NM_001127615	ENOX1	9078
55068	NM_017993	ENOX1	9078
55068	NM_001242863	ENOX1	9078
55069	NM_017994	TMEM248	6692
55070	NR_135742	DET1	284
55070	NR_135741	DET1	284
55070	NR_135744	DET1	284
55070	NM_001321594	DET1	284
55070	NR_135740	DET1	284
55070	NM_017996	DET1	284
55070	NR_026645	DET1	284
55070	NR_135743	DET1	284
55070	NM_001144074	DET1	284
55070	NM_001321596	DET1	284
55070	NR_135739	DET1	284
55071	NM_017998	C9orf40	2606
55074	NM_001198534	OXR1	11856
55074	NM_001198535	OXR1	11856
55074	NM_001198533	OXR1	11856
55074	NM_181354	OXR1	11856
55074	NM_018002	OXR1	11856
55074	NM_001198532	OXR1	11856
55075	NM_018003	UACA	7415
55075	NM_001008224	UACA	7415
55076	NM_018004	TMEM45A	6316
55082	NM_018011	ARGLU1	5760
55083	NM_018012	KIF26B	13542
55084	NM_018013	SOBP	2759
55086	NM_001184782	CXorf57	4482
55086	NM_018015	CXorf57	4482
55088	NM_153249	CCDC186	3039
55088	NM_018017	CCDC186	3039
55088	NM_001321829	CCDC186	3039
55088	NR_135815	CCDC186	3039
55089	NM_001143824	SLC38A4	3450
55089	NM_018018	SLC38A4	3450
55090	NM_018019	MED9	8817
55092	NM_001319665	TMEM51	11164
55092	NM_001136217	TMEM51	11164
55092	NM_001136218	TMEM51	11164
55092	NM_001136216	TMEM51	11164
55092	NM_018022	TMEM51	11164
55093	NM_001283024	WDYHV1	2592
55093	NM_018024	WDYHV1	2592
55093	NM_001283027	WDYHV1	2592
55094	NM_018025	GPATCH1	11851
55095	NM_001303614	SAMD4B	9979
55095	NM_018028	SAMD4B	9979
55100	NM_018034	WDR70	14128
55101	NM_001320839	DMAC2	8239
55101	NM_001167870	DMAC2	8239
55101	NM_001167869	DMAC2	8239
55101	NM_001320844	DMAC2	8239
55101	NM_001320841	DMAC2	8239
55101	NR_030765	DMAC2	8239
55101	NR_135477	DMAC2	8239
55101	NM_001167871	DMAC2	8239
55101	NM_001167867	DMAC2	8239
55101	NR_135476	DMAC2	8239
55101	NM_001320840	DMAC2	8239
55101	NR_135478	DMAC2	8239
55101	NM_001167868	DMAC2	8239
55101	NM_001320838	DMAC2	8239
55101	NM_018035	DMAC2	8239
55102	NM_018036	ATG2B	1934
55103	NM_152663	RALGPS2	3857
55103	NM_001286247	RALGPS2	3857
55105	NM_001297754	GPATCH2	5342
55105	NM_018040	GPATCH2	5342
55106	NM_001289009	SLFN12	9091
55106	NM_018042	SLFN12	9091
55107	NM_018043	ANO1	4230
55108	NM_018045	BSDC1	8267
55108	NR_125352	BSDC1	8267
55108	NM_001143888	BSDC1	8267
55108	NM_001300958	BSDC1	8267
55108	NM_001143890	BSDC1	8267
55108	NM_001143889	BSDC1	8267
55109	NM_018046	AGGF1	4814
55110	NR_135120	MAGOHB	11735
55110	NR_135121	MAGOHB	11735
55110	NM_001300739	MAGOHB	11735
55110	NM_001319985	MAGOHB	11735
55110	NM_018048	MAGOHB	11735
55111	NM_001300836	PLEKHJ1	10412
55111	NM_018049	PLEKHJ1	10412
55112	NM_018051	WDR60	4559
55113	NM_018053	XKR8	9323
55114	NM_018054	ARHGAP17	9550
55114	NM_001006634	ARHGAP17	9550
55117	NM_182767	SLC6A15	10896
55117	NM_001146335	SLC6A15	10896
55117	NM_018057	SLC6A15	10896
55119	NM_018061	PRPF38B	8039
55120	NM_018062	FANCL	14495
55120	NM_001114636	FANCL	14495
55122	NM_018064	AKIRIN2	13632
55124	NM_001135721	PIWIL2	13531
55124	NM_018068	PIWIL2	13531
55125	NM_032142	CEP192	11090
55127	NM_018072	HEATR1	9417
55128	NM_001304496	TRIM68	7231
55128	NM_018073	TRIM68	7231
55131	NM_001166135	RBM28	6708
55131	NM_018077	RBM28	6708
55132	NM_001278604	LARP1B	7420
55132	NM_018078	LARP1B	7420
55132	NM_178043	LARP1B	7420
55132	NM_032239	LARP1B	7420
55133	NM_018079	SRBD1	6750
55135	NM_001143992	WRAP53	6533
55135	NM_018081	WRAP53	6533
55135	NM_001143991	WRAP53	6533
55135	NM_001143990	WRAP53	6533
55137	NM_001321825	FIGN	7638
55137	NM_018086	FIGN	7638
55139	NM_018089	ANKZF1	4160
55139	NM_001282792	ANKZF1	4160
55139	NM_001042410	ANKZF1	4160
55140	NM_001284220	ELP3	9322
55140	NM_001284226	ELP3	9322
55140	NM_001284222	ELP3	9322
55140	NM_001284225	ELP3	9322
55140	NM_018091	ELP3	9322
55140	NM_001284224	ELP3	9322
55142	NM_018097	HAUS2	11724
55142	NM_001130447	HAUS2	11724
55142	NM_001323629	HAUS2	11724
55142	NM_001323630	HAUS2	11724
55142	NM_001323631	HAUS2	11724
55142	NM_001323632	HAUS2	11724
55143	NM_001256875	CDCA8	9422
55143	NM_018101	CDCA8	9422
55144	NM_018103	LRRC8D	7085
55144	NM_001134479	LRRC8D	7085
55145	NM_018105	THAP1	12622
55145	NM_199003	THAP1	12622
55146	NM_018106	ZDHHC4	7954
55146	NM_001134387	ZDHHC4	7954
55146	NM_001134388	ZDHHC4	7954
55146	NM_001134389	ZDHHC4	7954
55147	NM_001077352	RBM23	11567
55147	NM_001077351	RBM23	11567
55147	NM_018107	RBM23	11567
55147	NM_001308044	RBM23	11567
55148	NM_175748	UBR7	2474
55149	NM_018109	MTPAP	8179
55150	NM_018111	C19orf73	4347
55151	NM_018112	TMEM38B	7778
55152	NM_018114	DALRD3	10636
55152	NM_001276405	DALRD3	10636
55152	NM_001009996	DALRD3	10636
55153	NM_001288983	SDAD1	9498
55153	NM_001288984	SDAD1	9498
55153	NM_018115	SDAD1	9498
55154	NM_001256532	MSTO1	10432
55154	NM_018116	MSTO1	10432
55154	NM_001256533	MSTO1	10432
55156	NM_018120	ARMC1	6357
55156	NM_001286702	ARMC1	6357
55157	NM_018122	DARS2	8369
55159	NM_018124	RFWD3	4932
55160	NM_001011722	ARHGEF10L	10951
55160	NM_001319838	ARHGEF10L	10951
55160	NM_018125	ARHGEF10L	10951
55160	NM_001319837	ARHGEF10L	10951
55161	NM_018126	TMEM33	2614
55163	NM_018129	PNPO	8340
55164	NM_018130	SHQ1	10617
55165	NM_001127182	CEP55	5531
55165	NM_018131	CEP55	5531
55166	NM_018132	CENPQ	2508
55167	NM_018133	MSL2	11468
55167	NM_001145417	MSL2	11468
55168	NM_001193343	MRPS18A	10878
55168	NM_018135	MRPS18A	10878
55170	NM_018137	PRMT6	13671
55171	NM_001286749	TBCCD1	1929
55171	NM_018138	TBCCD1	1929
55171	NM_001134415	TBCCD1	1929
55172	NM_001083908	DNAAF2	2858
55172	NM_018139	DNAAF2	2858
55173	NM_018141	MRPS10	9218
55174	NM_018142	INTS10	5757
55175	NM_018143	KLHL11	3957
55176	NM_001142627	SEC61A2	8813
55176	NM_001142628	SEC61A2	8813
55176	NM_018144	SEC61A2	8813
55177	NM_001323895	RMDN3	5141
55177	NM_001323896	RMDN3	5141
55177	NM_001323894	RMDN3	5141
55177	NM_001323897	RMDN3	5141
55177	NM_001304802	RMDN3	5141
55177	NM_018145	RMDN3	5141
55178	NM_001317947	MRM3	9366
55178	NM_018146	MRM3	9366
55179	NM_001033031	FAIM	2033
55179	NM_018147	FAIM	2033
55179	NM_001033030	FAIM	2033
55179	NM_001033032	FAIM	2033
55180	NM_001040616	LINS1	11687
55181	NM_018149	SMG8	14630
55182	NM_018150	RNF220	11579
55182	NM_001319956	RNF220	11579
55182	NM_001319957	RNF220	11579
55183	NM_001177665	RIF1	5675
55183	NM_001177663	RIF1	5675
55183	NM_018151	RIF1	5675
55183	NM_001177664	RIF1	5675
55184	NM_001099407	DZANK1	10799
55186	NM_001104647	SLC25A36	6430
55186	NM_018155	SLC25A36	6430
55187	NM_018156	VPS13D	6071
55187	NM_015378	VPS13D	6071
55188	NM_018157	RIC8B	7396
55190	NM_018159	NUDT11	11485
55191	NM_018161	NADSYN1	14113
55193	NM_018313	PBRM1	1618
55195	NM_001283056	CCDC198	14308
55195	NM_001283057	CCDC198	14308
55195	NM_001283058	CCDC198	14308
55195	NM_018168	CCDC198	14308
55195	NM_001283059	CCDC198	14308
55195	NM_001283060	CCDC198	14308
55196	NM_018169	KIAA1551	2739
55197	NM_001303413	RPRD1A	5541
55197	NM_001303411	RPRD1A	5541
55197	NM_018170	RPRD1A	5541
55197	NM_001303412	RPRD1A	5541
55198	NM_018171	APPL2	5147
55198	NM_001251904	APPL2	5147
55198	NM_001251905	APPL2	5147
55199	NM_152563	FAM86C1	14176
55199	NM_018172	FAM86C1	14176
55199	NM_001099653	FAM86C1	14176
55201	NM_001308363	MAP1S	10187
55201	NM_018174	MAP1S	10187
55203	NM_018176	LGI2	11260
55204	NM_018178	GOLPH3L	247
55205	NM_001318726	ZNF532	9266
55205	NM_001318727	ZNF532	9266
55205	NM_001318728	ZNF532	9266
55205	NM_018181	ZNF532	9266
55206	NM_018183	SBNO1	11173
55206	NM_001167856	SBNO1	11173
55207	NM_018184	ARL8B	4843
55208	NM_001014283	DCUN1D2	5718
55209	NM_001292043	SETD5	8897
55209	NM_001080517	SETD5	8897
55210	NM_018188	ATAD3A	6248
55210	NM_001170536	ATAD3A	6248
55210	NM_001170535	ATAD3A	6248
55211	NM_018189	DPPA4	8774
55212	NM_176824	BBS7	7359
55212	NM_018190	BBS7	7359
55213	NM_018191	RCBTB1	8567
55214	NM_001134418	P3H2	12831
55214	NM_018192	P3H2	12831
55215	NM_001113378	FANCI	2408
55215	NM_018193	FANCI	2408
55216	NM_001082969	NKAPD1	7851
55216	NM_001082970	NKAPD1	7851
55216	NM_001301017	NKAPD1	7851
55216	NM_001301021	NKAPD1	7851
55216	NM_018195	NKAPD1	7851
55216	NM_001301019	NKAPD1	7851
55217	NM_001184797	TMLHE	13456
55217	NM_018196	TMLHE	13456
55218	NM_001193361	EXD2	4180
55218	NM_001193363	EXD2	4180
55218	NM_001193362	EXD2	4180
55218	NM_001193360	EXD2	4180
55218	NM_018199	EXD2	4180
55219	NM_001282564	MACO1	14151
55219	NM_018202	MACO1	14151
55220	NM_001271864	KLHDC8A	12915
55220	NM_001271865	KLHDC8A	12915
55220	NM_018203	KLHDC8A	12915
55220	NM_001271863	KLHDC8A	12915
55222	NM_018239	LRRC20	8992
55222	NM_207119	LRRC20	8992
55222	NM_001278214	LRRC20	8992
55222	NR_103468	LRRC20	8992
55222	NR_103467	LRRC20	8992
55222	NM_001278213	LRRC20	8992
55222	NM_001278212	LRRC20	8992
55222	NM_001278211	LRRC20	8992
55222	NM_018205	LRRC20	8992
55224	NM_001297762	ETNK2	5953
55224	NM_001297760	ETNK2	5953
55224	NM_001297761	ETNK2	5953
55224	NM_018208	ETNK2	5953
55225	NM_018211	RAVER2	652
55226	NM_024662	NAT10	5051
55226	NM_001144030	NAT10	5051
55227	NM_018214	LRRC1	869
55228	NM_001103149	PNMA8A	13786
55228	NM_018215	PNMA8A	13786
55230	NM_018218	USP40	10788
55233	NM_001317111	MOB1A	6090
55233	NM_001317112	MOB1A	6090
55233	NM_018221	MOB1A	6090
55233	NM_001317110	MOB1A	6090
55234	NM_018225	SMU1	9581
55236	NM_018227	UBA6	7042
55238	NM_018231	SLC38A7	10540
55238	NM_001308384	SLC38A7	10540
55239	NM_001324362	OGFOD1	5058
55239	NM_001324361	OGFOD1	5058
55239	NM_001324357	OGFOD1	5058
55239	NM_001324363	OGFOD1	5058
55239	NM_018233	OGFOD1	5058
55239	NM_001324358	OGFOD1	5058
55239	NM_001324359	OGFOD1	5058
55239	NM_001324360	OGFOD1	5058
55240	NM_182915	STEAP3	8101
55240	NM_018234	STEAP3	8101
55240	NM_138637	STEAP3	8101
55240	NM_001008410	STEAP3	8101
55243	NM_018240	KIRREL1	2968
55243	NM_001286349	KIRREL1	2968
55244	NM_018242	SLC47A1	13032
55245	NM_199487	UQCC1	9157
55245	NM_001184977	UQCC1	9157
55245	NM_018244	UQCC1	9157
55246	NR_130761	CCDC25	8747
55246	NM_001304529	CCDC25	8747
55246	NM_018246	CCDC25	8747
55246	NR_130762	CCDC25	8747
55246	NM_001304532	CCDC25	8747
55246	NM_001304530	CCDC25	8747
55247	NM_018248	NEIL3	7448
55248	NM_001198862	TMEM206	8531
55248	NM_018252	TMEM206	8531
55249	NM_018253	YY1AP1	1387
55249	NM_139119	YY1AP1	1387
55249	NM_001198906	YY1AP1	1387
55249	NM_001198903	YY1AP1	1387
55249	NM_001198901	YY1AP1	1387
55249	NM_139121	YY1AP1	1387
55249	NM_001198904	YY1AP1	1387
55249	NM_139118	YY1AP1	1387
55249	NM_001198902	YY1AP1	1387
55249	NM_001198899	YY1AP1	1387
55249	NM_001198905	YY1AP1	1387
55249	NM_001198900	YY1AP1	1387
55250	NM_018255	ELP2	6596
55250	NM_001242875	ELP2	6596
55250	NM_001242878	ELP2	6596
55250	NM_001242879	ELP2	6596
55250	NM_001242876	ELP2	6596
55250	NM_001242877	ELP2	6596
55251	NM_018257	PCMTD2	5985
55251	NM_018257	PCMTD2	5985
55251	NM_001104925	PCMTD2	5985
55251	NM_001104925	PCMTD2	5985
55252	NM_018263	ASXL2	238
55253	NM_018264	TYW1	11680
55254	NR_073506	TMEM39A	11868
55254	NM_018266	TMEM39A	11868
55255	NM_018268	WDR41	14306
55256	NM_001306077	ADI1	2468
55256	NM_018269	ADI1	2468
55257	NM_018270	MRGBP	8049
55262	NM_018275	C7orf43	12453
55262	NM_001303470	C7orf43	12453
55266	NM_018279	TMEM19	9838
55268	NM_001198962	ECHDC2	10760
55268	NM_018281	ECHDC2	10760
55268	NM_001198961	ECHDC2	10760
55268	NM_001319958	ECHDC2	10760
55269	NR_044998	PSPC1	12899
55269	NM_001042414	PSPC1	12899
55269	NR_003272	PSPC1	12899
55270	NM_018283	NUDT15	7316
55270	NM_001304745	NUDT15	7316
55272	NM_018285	IMP3	7592
55273	NM_001099640	TMEM100	7962
55273	NM_018286	TMEM100	7962
55274	NM_133325	PHF10	1982
55274	NM_018288	PHF10	1982
55275	NM_001128159	VPS53	6944
55275	NM_018289	VPS53	6944
55276	NM_018290	PGM2	908
55277	NM_001113411	FGGY	8933
55277	NM_001244714	FGGY	8933
55277	NM_018291	FGGY	8933
55277	NM_001278224	FGGY	8933
55278	NM_018292	QRSL1	9497
55279	NM_018293	ZNF654	2782
55280	NM_018294	CWF19L1	11104
55280	NM_001303407	CWF19L1	11104
55280	NM_001303406	CWF19L1	11104
55280	NM_001303404	CWF19L1	11104
55280	NM_001303405	CWF19L1	11104
55281	NM_018295	TMEM140	3938
55282	NM_018296	LRRC36	3834
55282	NM_001161575	LRRC36	3834
55283	NM_001253693	MCOLN3	13875
55283	NM_018298	MCOLN3	13875
55284	NR_073120	UBE2W	5984
55284	NR_073121	UBE2W	5984
55284	NR_073119	UBE2W	5984
55284	NM_001271015	UBE2W	5984
55284	NM_001001481	UBE2W	5984
55284	NM_018299	UBE2W	5984
55285	NR_136732	RBM41	8552
55285	NR_136730	RBM41	8552
55285	NR_136729	RBM41	8552
55285	NM_001171080	RBM41	8552
55285	NM_018301	RBM41	8552
55285	NR_136728	RBM41	8552
55285	NM_001324244	RBM41	8552
55285	NR_136731	RBM41	8552
55285	NM_001324243	RBM41	8552
55285	NM_001324242	RBM41	8552
55286	NM_001104629	C4orf19	13761
55286	NM_018302	C4orf19	13761
55287	NM_001284407	TMEM40	14152
55287	NM_001284408	TMEM40	14152
55287	NM_001284406	TMEM40	14152
55287	NM_018306	TMEM40	14152
55288	NM_001033568	RHOT1	266
55288	NM_001288754	RHOT1	266
55288	NM_018307	RHOT1	266
55288	NM_001288758	RHOT1	266
55288	NM_001288755	RHOT1	266
55288	NM_001033567	RHOT1	266
55288	NM_001033566	RHOT1	266
55290	NM_018310	BRF2	12460
55291	NM_001164160	PPP6R3	5322
55291	NM_001164162	PPP6R3	5322
55291	NM_001164161	PPP6R3	5322
55291	NM_001164163	PPP6R3	5322
55291	NM_018312	PPP6R3	5322
55291	NM_001164164	PPP6R3	5322
55293	NM_018314	UEVLD	11720
55293	NM_001261382	UEVLD	11720
55293	NM_001261383	UEVLD	11720
55293	NM_001040697	UEVLD	11720
55293	NM_001297771	UEVLD	11720
55293	NM_001261386	UEVLD	11720
55293	NM_001261384	UEVLD	11720
55293	NM_001261385	UEVLD	11720
55294	NM_001013415	FBXW7	1138
55294	NM_033632	FBXW7	1138
55294	NM_018315	FBXW7	1138
55294	NM_001257069	FBXW7	1138
55295	NM_018316	KLHL26	14243
55296	NM_001292054	TBC1D19	12506
55296	NM_018317	TBC1D19	12506
55297	NM_018318	CCDC91	13939
55298	NM_001300926	RNF121	3005
55298	NM_018320	RNF121	3005
55299	NM_018321	BRIX1	12056
55300	NM_018323	PI4K2B	6246
55301	NM_018324	OLAH	13429
55301	NM_001039702	OLAH	13429
55303	NM_018326	GIMAP4	5837
55304	NM_018327	SPTLC3	9237
55308	NM_001320522	DDX19A	6347
55308	NM_018332	DDX19A	6347
55308	NM_001320526	DDX19A	6347
55308	NM_001320525	DDX19A	6347
55308	NM_001320527	DDX19A	6347
55311	NM_001253792	ZNF444	12730
55311	NM_018337	ZNF444	12730
55312	NM_018339	RFK	5806
55313	NM_001099455	CPPED1	5360
55313	NM_018340	CPPED1	5360
55315	NM_018344	SLC29A3	3032
55315	NM_001174098	SLC29A3	3032
55316	NM_018346	RSAD1	6496
55317	NM_001204446	AP5S1	11352
55317	NM_018347	AP5S1	11352
55317	NM_001204447	AP5S1	11352
55319	NM_018352	TMA16	11664
55320	NM_018353	MIS18BP1	2296
55321	NM_001304749	TMEM74B	5099
55321	NM_018354	TMEM74B	5099
55321	NM_001304748	TMEM74B	5099
55322	NM_018356	C5orf22	7737
55323	NM_001286679	LARP6	10002
55323	NM_197958	LARP6	10002
55323	NM_018357	LARP6	10002
55324	NM_018358	ABCF3	12053
55325	NM_018359	UFSP2	8706
55325	NR_028085	UFSP2	8706
55326	NM_018361	AGPAT5	5161
55327	NM_018362	LIN7C	921
55328	NM_001031709	RNLS	12818
55328	NM_018363	RNLS	12818
55329	NM_018365	MNS1	5105
55330	NM_018366	BLOC1S4	11486
55331	NM_018367	ACER3	11327
55331	NM_001300954	ACER3	11327
55331	NM_001300953	ACER3	11327
55331	NM_001300955	ACER3	11327
55332	NM_018370	DRAM1	1502
55333	NM_018373	SYNJ2BP	6644
55334	NM_001252150	SLC39A9	7373
55334	NM_018375	SLC39A9	7373
55334	NM_001252151	SLC39A9	7373
55334	NM_001252148	SLC39A9	7373
55334	NM_001252152	SLC39A9	7373
55336	NM_018378	FBXL8	2779
55339	NM_018383	WDR33	5292
55339	NM_001006623	WDR33	5292
55339	NM_001006622	WDR33	5292
55341	NM_018385	LSG1	9438
55342	NR_033234	STRBP	5124
55342	NM_018387	STRBP	5124
55342	NM_001171137	STRBP	5124
55343	NM_001145265	SLC35C1	8737
55343	NM_001145266	SLC35C1	8737
55343	NM_018389	SLC35C1	8737
55344	NM_018390	PLCXD1	8217
55346	NM_001145541	TCP11L1	10603
55346	NM_018393	TCP11L1	10603
55347	NM_001272069	ABHD10	485
55347	NM_018394	ABHD10	485
55349	NM_018397	CHDH	2374
55350	NM_001291703	VNN3	12592
55350	NM_001291702	VNN3	12592
55352	NM_018405	COPRS	2528
55353	NM_018407	LAPTM4B	7502
55355	NM_001282963	HJURP	7267
55355	NM_018410	HJURP	7267
55355	NM_001282962	HJURP	7267
55356	NM_018420	SLC22A15	3227
55357	NM_018421	TBC1D2	758
55357	NM_001267572	TBC1D2	758
55357	NM_001267571	TBC1D2	758
55357	NR_051978	TBC1D2	758
55359	NM_018423	STYK1	12147
55361	NM_018425	PI4K2A	6111
55362	NM_018426	TMEM63B	4715
55362	NM_001318792	TMEM63B	4715
55363	NM_018437	HEMGN	4881
55363	NM_197978	HEMGN	4881
55364	NM_018439	IMPACT	6476
55366	NM_018490	LGR4	6078
55367	NM_145887	PIDD1	8471
55367	NM_145886	PIDD1	8471
55370	NR_003505	PPP4R1L	3949
55374	NM_001300980	TMCO6	11157
55374	NM_018502	TMCO6	11157
55374	NM_001300982	TMCO6	11157
55379	NM_018509	LRRC59	5682
55388	NM_018518	MCM10	1478
55388	NM_182751	MCM10	1478
55421	NM_001114118	NCBP3	12110
55422	NM_001317115	ZNF331	11725
55422	NM_001317119	ZNF331	11725
55422	NM_001079906	ZNF331	11725
55422	NM_001317118	ZNF331	11725
55422	NM_001317114	ZNF331	11725
55422	NM_001079907	ZNF331	11725
55422	NM_001317113	ZNF331	11725
55422	NM_001317121	ZNF331	11725
55422	NM_001253799	ZNF331	11725
55422	NM_001317117	ZNF331	11725
55422	NM_001253800	ZNF331	11725
55422	NM_001317120	ZNF331	11725
55422	NM_018555	ZNF331	11725
55422	NM_001253801	ZNF331	11725
55422	NM_001253798	ZNF331	11725
55422	NM_001317116	ZNF331	11725
55423	NM_080816	SIRPG	12776
55423	NM_001039508	SIRPG	12776
55423	NM_018556	SIRPG	12776
55425	NM_001316951	GPALPP1	6395
55425	NM_018559	GPALPP1	6395
55425	NM_001316952	GPALPP1	6395
55432	NM_018566	YOD1	5260
55432	NM_001276320	YOD1	5260
55435	NM_001128426	AP1AR	11572
55435	NM_018569	AP1AR	11572
55437	NM_018571	STRADB	1354
55437	NM_001206864	STRADB	1354
55450	NM_018584	CAMK2N1	12241
55454	NM_001319656	CSGALNACT2	7364
55454	NM_018590	CSGALNACT2	7364
55454	NM_001319654	CSGALNACT2	7364
55466	NM_001130183	DNAJA4	8318
55466	NM_018602	DNAJA4	8318
55466	NM_001130182	DNAJA4	8318
55471	NM_144736	NDUFAF7	9523
55471	NM_001083946	NDUFAF7	9523
55486	NM_001324436	PARL	9618
55486	NM_001037639	PARL	9618
55486	NM_018622	PARL	9618
55486	NM_001324438	PARL	9618
55486	NM_001324437	PARL	9618
55500	NM_018638	ETNK1	7034
55500	NM_001039481	ETNK1	7034
55501	NM_001243794	CHST12	6856
55501	NM_018641	CHST12	6856
55501	NM_001243795	CHST12	6856
55502	NM_001142853	HES6	7352
55502	NM_001282434	HES6	7352
55502	NM_018645	HES6	7352
55503	NM_018646	TRPV6	8570
55503	NM_018646	TRPV6	8570
55505	NM_018648	NOP10	8940
55506	NM_018649	H2AFY2	10328
55508	NM_018656	SLC35E3	12767
55509	NM_018664	BATF3	9007
55512	NM_018667	SMPD3	8478
55515	NM_182847	ASIC4	4332
55521	NM_001017397	TRIM36	5973
55521	NM_001017398	TRIM36	5973
55521	NM_001300752	TRIM36	5973
55521	NM_018700	TRIM36	5973
55521	NM_001300759	TRIM36	5973
55526	NM_018706	DHTKD1	9670
55527	NM_018708	FEM1A	9809
55529	NM_018710	PIP4P2	5060
55530	NM_018711	SVOP	12846
55531	NM_001308018	ELMOD1	14706
55531	NM_018712	ELMOD1	14706
55531	NM_001130037	ELMOD1	14706
55532	NM_018713	SLC30A10	9113
55532	NR_046437	SLC30A10	9113
55534	NM_018717	MAML3	13213
55536	NM_001127371	CDCA7L	876
55536	NM_018719	CDCA7L	876
