gene_id	utrname1	gene_symbol	gs_id
1	NM_130786	A1BG	14267
2	NM_000014	A2M	6115
9	NM_001160173	NAT1	9096
9	NM_000662	NAT1	9096
9	NM_001160176	NAT1	9096
9	NM_001291962	NAT1	9096
9	NM_001160170	NAT1	9096
9	NM_001160175	NAT1	9096
9	NM_001160172	NAT1	9096
9	NM_001160174	NAT1	9096
9	NM_001160179	NAT1	9096
9	NM_001160171	NAT1	9096
12	NM_001085	SERPINA3	2746
13	NM_001086	AADAC	12719
14	NM_001087	AAMP	9161
14	NM_001302545	AAMP	9161
15	NM_001088	AANAT	12015
15	NM_001166579	AANAT	12015
16	NM_001605	AARS	6409
18	NM_020686	ABAT	3196
18	NM_000663	ABAT	3196
18	NM_001127448	ABAT	3196
19	NM_005502	ABCA1	1099
20	NM_212533	ABCA2	12233
20	NM_001606	ABCA2	12233
21	NM_001089	ABCA3	2879
22	NM_001271696	ABCB7	4844
22	NM_004299	ABCB7	4844
22	NM_001271698	ABCB7	4844
22	NM_001271699	ABCB7	4844
22	NM_001271697	ABCB7	4844
23	NM_001025091	ABCF1	7503
23	NM_001090	ABCF1	7503
24	NM_000350	ABCA4	3725
25	NM_005157	ABL1	968
25	NM_007313	ABL1	968
27	NM_001136000	ABL2	6001
27	NM_001168238	ABL2	6001
27	NM_001168237	ABL2	6001
27	NM_007314	ABL2	6001
27	NM_001168239	ABL2	6001
27	NM_001136001	ABL2	6001
27	NM_001168236	ABL2	6001
27	NM_005158	ABL2	6001
29	NM_001282149	ABR	9903
29	NM_001322842	ABR	9903
29	NM_001159746	ABR	9903
29	NM_001256847	ABR	9903
29	NM_001092	ABR	9903
29	NM_021962	ABR	9903
29	NM_001322840	ABR	9903
29	NM_001322841	ABR	9903
30	NM_001130410	ACAA1	9847
30	NM_001607	ACAA1	9847
30	NR_024024	ACAA1	9847
31	NM_198839	ACACA	2995
31	NM_198834	ACACA	2995
31	NM_198836	ACACA	2995
31	NM_198838	ACACA	2995
31	NM_198837	ACACA	2995
32	NM_001093	ACACB	4828
33	NM_001608	ACADL	6279
34	NM_000016	ACADM	1522
34	NM_001286044	ACADM	1522
34	NM_001286043	ACADM	1522
34	NM_001286042	ACADM	1522
34	NM_001127328	ACADM	1522
35	NM_000017	ACADS	8557
35	NM_001302554	ACADS	8557
36	NM_001609	ACADSB	5910
37	NM_001033859	ACADVL	6433
37	NM_001270447	ACADVL	6433
37	NM_001270448	ACADVL	6433
37	NM_000018	ACADVL	6433
38	NM_000019	ACAT1	6886
39	NM_005891	ACAT2	6330
39	NM_001303253	ACAT2	6330
41	NM_020039	ASIC1	11865
41	NM_001095	ASIC1	11865
41	NM_001256830	ASIC1	11865
43	NM_001302622	ACHE	12311
43	NM_015831	ACHE	12311
43	NM_001302621	ACHE	12311
43	NM_000665	ACHE	12311
43	NM_001282449	ACHE	12311
47	NM_001303274	ACLY	9695
47	NM_001096	ACLY	9695
47	NM_198830	ACLY	9695
47	NM_001303275	ACLY	9695
48	NM_001278352	ACO1	13839
48	NM_002197	ACO1	13839
49	NM_001097	ACR	4490
51	NM_004035	ACOX1	10061
51	NM_007292	ACOX1	10061
51	NM_001185039	ACOX1	10061
52	NM_004300	ACP1	11011
52	NM_007099	ACP1	11011
52	NM_001040649	ACP1	11011
53	NM_001610	ACP2	484
53	NM_001302489	ACP2	484
53	NM_001302491	ACP2	484
53	NM_001302490	ACP2	484
53	NM_001302492	ACP2	484
55	NM_001292037	ACPP	9491
55	NM_001134194	ACPP	9491
55	NM_001099	ACPP	9491
58	NM_001100	ACTA1	6903
59	NM_001320855	ACTA2	10771
59	NM_001141945	ACTA2	10771
59	NM_001613	ACTA2	10771
60	NM_001101	ACTB	2176
70	NM_005159	ACTC1	7035
71	NR_037688	ACTG1	664
71	NM_001199954	ACTG1	664
71	NM_001614	ACTG1	664
81	NM_004924	ACTN4	6975
81	NM_001322033	ACTN4	6975
86	NM_004301	ACTL6A	9135
86	NM_177989	ACTL6A	9135
86	NM_178042	ACTL6A	9135
87	NM_001130005	ACTN1	1549
87	NM_001102	ACTN1	1549
87	NM_001130004	ACTN1	1549
88	NM_001278343	ACTN2	7805
88	NM_001103	ACTN2	7805
88	NM_001278344	ACTN2	7805
90	NM_001111067	ACVR1	96
90	NM_001105	ACVR1	96
91	NM_020328	ACVR1B	1032
91	NM_020327	ACVR1B	1032
91	NM_004302	ACVR1B	1032
92	NM_001278580	ACVR2A	179
92	NM_001616	ACVR2A	179
92	NM_001278579	ACVR2A	179
93	NM_001106	ACVR2B	1958
94	NM_000020	ACVRL1	14391
94	NM_001077401	ACVRL1	14391
95	NM_001198898	ACY1	14317
95	NM_000666	ACY1	14317
95	NM_001198896	ACY1	14317
95	NM_001198897	ACY1	14317
95	NM_001198895	ACY1	14317
97	NR_126394	ACYP1	12468
97	NM_001302617	ACYP1	12468
97	NM_001302616	ACYP1	12468
97	NR_126395	ACYP1	12468
97	NM_001107	ACYP1	12468
97	NR_126393	ACYP1	12468
100	NM_000022	ADA	8171
100	NR_136160	ADA	8171
100	NM_001322051	ADA	8171
100	NM_001322050	ADA	8171
101	NM_001164490	ADAM8	4560
101	NM_001109	ADAM8	4560
101	NM_001164489	ADAM8	4560
102	NM_001110	ADAM10	1485
102	NM_001320570	ADAM10	1485
103	NM_001111	ADAR	940
103	NM_001025107	ADAR	940
103	NM_015841	ADAR	940
103	NM_015840	ADAR	940
103	NM_001193495	ADAR	940
104	NM_015833	ADARB1	5306
104	NM_015834	ADARB1	5306
104	NM_001160230	ADARB1	5306
104	NM_001112	ADARB1	5306
105	NM_018702	ADARB2	13560
107	NM_021116	ADCY1	10889
107	NM_001281768	ADCY1	10889
108	NM_020546	ADCY2	13700
109	NM_004036	ADCY3	6660
109	NM_001320613	ADCY3	6660
111	NM_001199642	ADCY5	14436
111	NM_183357	ADCY5	14436
112	NM_015270	ADCY6	690
113	NM_001286057	ADCY7	4475
113	NM_001114	ADCY7	4475
115	NM_001116	ADCY9	2424
116	NM_001117	ADCYAP1	13209
116	NM_001099733	ADCYAP1	13209
117	NM_001118	ADCYAP1R1	13790
117	NM_001199635	ADCYAP1R1	13790
117	NM_001199637	ADCYAP1R1	13790
117	NM_001199636	ADCYAP1R1	13790
118	NM_176801	ADD1	9145
118	NM_001286645	ADD1	9145
118	NM_014190	ADD1	9145
118	NM_001119	ADD1	9145
118	NM_014189	ADD1	9145
119	NM_017482	ADD2	9625
119	NM_001185055	ADD2	9625
119	NM_001617	ADD2	9625
119	NM_001185054	ADD2	9625
119	NM_017488	ADD2	9625
120	NM_001320593	ADD3	2269
120	NM_019903	ADD3	2269
120	NM_001320591	ADD3	2269
120	NM_001320594	ADD3	2269
120	NM_016824	ADD3	2269
120	NM_001320592	ADD3	2269
120	NM_001121	ADD3	2269
123	NR_038064	PLIN2	14543
123	NM_001122	PLIN2	14543
124	NM_000667	ADH1A	6019
125	NM_000668	ADH1B	13199
125	NM_001286650	ADH1B	13199
127	NM_001306172	ADH4	13608
127	NM_000670	ADH4	13608
127	NM_001306171	ADH4	13608
128	NM_000671	ADH5	5482
130	NM_001102470	ADH6	3972
130	NR_132990	ADH6	3972
130	NM_000672	ADH6	3972
131	NM_001166504	ADH7	4327
131	NM_000673	ADH7	4327
132	NM_006721	ADK	11779
132	NM_001202449	ADK	11779
132	NM_001202450	ADK	11779
132	NM_001123	ADK	11779
133	NM_001124	ADM	8758
135	NM_001278498	ADORA2A	14530
135	NM_001278500	ADORA2A	14530
135	NM_001278497	ADORA2A	14530
135	NM_000675	ADORA2A	14530
135	NM_001278499	ADORA2A	14530
136	NM_000676	ADORA2B	1391
140	NM_001302679	ADORA3	14406
140	NM_000677	ADORA3	14406
140	NM_001302678	ADORA3	14406
141	NM_001291950	ADPRH	6191
141	NM_001125	ADPRH	6191
141	NM_001291949	ADPRH	6191
142	NM_001618	PARP1	5084
143	NM_006437	PARP4	8402
147	NM_000679	ADRA1B	11431
148	NM_033303	ADRA1A	10790
148	NM_001322504	ADRA1A	10790
148	NM_001322502	ADRA1A	10790
148	NM_000680	ADRA1A	10790
148	NM_033302	ADRA1A	10790
148	NR_136343	ADRA1A	10790
148	NM_033304	ADRA1A	10790
148	NM_001322503	ADRA1A	10790
150	NM_000681	ADRA2A	8861
151	NM_000682	ADRA2B	13412
153	NM_000684	ADRB1	12125
155	NM_000025	ADRB3	13778
156	NM_001619	GRK2	12099
157	NM_005160	GRK3	7938
158	NM_001317923	ADSL	10281
158	NM_001123378	ADSL	10281
158	NM_000026	ADSL	10281
159	NM_001126	ADSS	483
160	NM_014203	AP2A1	1653
160	NM_130787	AP2A1	1653
161	NM_012305	AP2A2	7603
161	NM_012305	AP2A2	7603
161	NM_001242837	AP2A2	7603
161	NM_001242837	AP2A2	7603
161	NM_012305	AP2A2	7603
161	NM_001242837	AP2A2	7603
162	NM_001127	AP1B1	6920
162	NM_145730	AP1B1	6920
162	NM_001166019	AP1B1	6920
163	NM_001282	AP2B1	7591
163	NM_001030006	AP2B1	7591
164	NM_001128	AP1G1	5540
164	NM_001030007	AP1G1	5540
166	NM_198970	AES	12467
166	NM_001130	AES	12467
166	NM_198969	AES	12467
167	NM_001131	CRISP1	4910
167	NM_001205220	CRISP1	4910
167	NM_170609	CRISP1	4910
174	NM_001134	AFP	5423
175	NR_033655	AGA	5821
175	NM_000027	AGA	5821
175	NM_001171988	AGA	5821
176	NM_001135	ACAN	11966
176	NM_013227	ACAN	11966
177	NR_038190	AGER	11166
177	NM_001206934	AGER	11166
177	NM_001206940	AGER	11166
177	NR_038190	AGER	11166
177	NM_001206954	AGER	11166
177	NM_001206929	AGER	11166
177	NM_001206932	AGER	11166
177	NM_172197	AGER	11166
177	NM_001206966	AGER	11166
177	NM_001206936	AGER	11166
177	NR_038190	AGER	11166
177	NM_001136	AGER	11166
177	NR_038190	AGER	11166
178	NM_000645	AGL	5488
178	NM_000028	AGL	5488
178	NM_000642	AGL	5488
178	NM_000644	AGL	5488
178	NM_000643	AGL	5488
178	NM_000646	AGL	5488
181	NM_001138	AGRP	3981
182	NM_000214	JAG1	33
183	NM_000029	AGT	8475
185	NM_009585	AGTR1	692
185	NM_004835	AGTR1	692
185	NM_000685	AGTR1	692
185	NM_031850	AGTR1	692
185	NM_032049	AGTR1	692
186	NM_000686	AGTR2	4755
187	NM_005161	APLNR	11433
187	NR_027991	APLNR	11433
189	NM_000030	AGXT	12841
190	NM_000475	NR0B1	12223
191	NM_001322085	AHCY	12930
191	NM_000687	AHCY	12930
191	NM_001322086	AHCY	12930
191	NM_001322084	AHCY	12930
191	NM_001161766	AHCY	12930
196	NM_001621	AHR	832
202	NM_001624	CRYBG1	6614
203	NM_000476	AK1	10330
203	NM_001318122	AK1	10330
203	NM_001318121	AK1	10330
204	NM_001319141	AK2	866
204	NM_001319143	AK2	866
204	NM_001319139	AK2	866
204	NM_001319142	AK2	866
204	NM_001199199	AK2	866
204	NM_001625	AK2	866
204	NM_013411	AK2	866
204	NR_134976	AK2	866
204	NM_001319140	AK2	866
205	NM_013410	AK4	9002
205	NM_203464	AK4	9002
205	NM_001005353	AK4	9002
207	NM_001014431	AKT1	1192
207	NM_001014432	AKT1	1192
207	NM_005163	AKT1	1192
208	NM_001626	AKT2	149
208	NM_001243028	AKT2	149
208	NM_001243027	AKT2	149
210	NM_001317745	ALAD	5972
210	NM_001003945	ALAD	5972
210	NM_000031	ALAD	5972
211	NM_000688	ALAS1	10826
211	NM_001304443	ALAS1	10826
211	NM_199166	ALAS1	10826
211	NM_001304444	ALAS1	10826
213	NM_000477	ALB	1884
214	NM_001627	ALCAM	1275
214	NM_001243281	ALCAM	1275
214	NM_001243283	ALCAM	1275
214	NM_001243280	ALCAM	1275
215	NM_000033	ABCD1	8696
216	NM_000689	ALDH1A1	11927
217	NM_001204889	ALDH2	2717
217	NM_000690	ALDH2	2717
218	NM_001135167	ALDH3A1	5930
218	NM_000691	ALDH3A1	5930
218	NM_001135168	ALDH3A1	5930
219	NM_000692	ALDH1B1	9766
220	NM_001293815	ALDH1A3	5905
220	NM_000693	ALDH1A3	5905
221	NM_000694	ALDH3B1	12736
221	NM_001161473	ALDH3B1	12736
221	NM_001290058	ALDH3B1	12736
221	NM_001290059	ALDH3B1	12736
221	NM_001030010	ALDH3B1	12736
222	NM_001031615	ALDH3B2	4885
222	NM_000695	ALDH3B2	4885
223	NM_000696	ALDH9A1	819
224	NM_000382	ALDH3A2	5725
224	NM_001031806	ALDH3A2	5725
225	NM_005164	ABCD2	12954
226	NM_184043	ALDOA	982
226	NM_184041	ALDOA	982
226	NM_001243177	ALDOA	982
226	NM_000034	ALDOA	982
226	NM_001127617	ALDOA	982
229	NM_000035	ALDOB	6484
230	NM_005165	ALDOC	2821
231	NM_001628	AKR1B1	7692
238	NM_004304	ALK	6064
239	NM_000697	ALOX12	12248
240	NM_001256153	ALOX5	14533
240	NM_000698	ALOX5	14533
240	NM_001256154	ALOX5	14533
240	NM_001320861	ALOX5	14533
240	NM_001320862	ALOX5	14533
241	NM_001629	ALOX5AP	13284
241	NM_001204406	ALOX5AP	13284
246	NM_001140	ALOX15	12237
248	NM_001631	ALPI	4806
249	NM_000478	ALPL	2160
249	NM_001177520	ALPL	2160
249	NM_001127501	ALPL	2160
251	NM_031313	ALPG	5923
262	NM_001634	AMD1	2085
262	NM_001287215	AMD1	2085
262	NM_001287214	AMD1	2085
262	NM_001287216	AMD1	2085
265	NM_001142	AMELX	11155
265	NM_182681	AMELX	11155
265	NM_182680	AMELX	11155
266	NM_001143	AMELY	3479
267	NM_001323511	AMFR	11997
267	NM_001323512	AMFR	11997
267	NM_001144	AMFR	11997
268	NM_000479	AMH	14605
269	NM_001164691	AMHR2	3225
269	NM_020547	AMHR2	3225
269	NM_001164690	AMHR2	3225
270	NM_001172626	AMPD1	11442
270	NM_000036	AMPD1	11442
271	NM_139156	AMPD2	9788
271	NM_001257360	AMPD2	9788
271	NM_001308170	AMPD2	9788
271	NM_004037	AMPD2	9788
271	NM_001257361	AMPD2	9788
271	NM_203404	AMPD2	9788
272	NM_001025390	AMPD3	4445
272	NM_001025389	AMPD3	4445
272	NM_001172431	AMPD3	4445
272	NM_000480	AMPD3	4445
272	NM_001172430	AMPD3	4445
273	NM_139316	AMPH	11854
273	NM_001635	AMPH	11854
274	NM_001320641	BIN1	4282
274	NM_139343	BIN1	4282
274	NM_001320632	BIN1	4282
274	NM_139346	BIN1	4282
274	NM_139350	BIN1	4282
274	NM_001320634	BIN1	4282
274	NM_001320642	BIN1	4282
274	NM_004305	BIN1	4282
274	NM_139348	BIN1	4282
274	NM_139349	BIN1	4282
274	NM_139345	BIN1	4282
274	NM_001320640	BIN1	4282
274	NM_139344	BIN1	4282
274	NM_139351	BIN1	4282
274	NM_139347	BIN1	4282
274	NM_001320633	BIN1	4282
275	NR_028435	AMT	3944
275	NM_001164712	AMT	3944
275	NM_000481	AMT	3944
275	NM_001164710	AMT	3944
275	NM_001164711	AMT	3944
277	NM_001008218	AMY1B	4448
278	NM_001008219	AMY1C	3697
283	NM_001097577	ANG	2032
283	NM_001145	ANG	2032
285	NM_001118888	ANGPT2	12276
285	NM_001147	ANGPT2	12276
285	NM_001118887	ANGPT2	12276
286	NM_001142446	ANK1	12958
286	NM_020475	ANK1	12958
286	NM_000037	ANK1	12958
286	NM_020480	ANK1	12958
286	NM_020477	ANK1	12958
286	NM_020478	ANK1	12958
286	NM_001142445	ANK1	12958
286	NM_020476	ANK1	12958
287	NM_001148	ANK2	978
287	NM_001127493	ANK2	978
287	NM_020977	ANK2	978
288	NM_001204404	ANK3	12464
288	NM_001320874	ANK3	12464
288	NM_001149	ANK3	12464
288	NM_001204403	ANK3	12464
288	NM_020987	ANK3	12464
290	NM_001150	ANPEP	405
291	NM_001151	SLC25A4	10599
292	NM_001152	SLC25A5	9926
293	NM_001636	SLC25A6	9364
301	NM_000700	ANXA1	210
302	NM_001002858	ANXA2	404
302	NM_004039	ANXA2	404
302	NM_001136015	ANXA2	404
302	NM_001002857	ANXA2	404
306	NM_005139	ANXA3	9029
307	NM_001320698	ANXA4	7599
307	NM_001320700	ANXA4	7599
307	NM_001153	ANXA4	7599
307	NM_001320702	ANXA4	7599
308	NM_001154	ANXA5	6564
309	NM_001193544	ANXA6	6309
309	NM_001155	ANXA6	6309
310	NM_001156	ANXA7	6817
310	NM_001320879	ANXA7	6817
310	NM_001320880	ANXA7	6817
310	NM_004034	ANXA7	6817
311	NM_001157	ANXA11	981
311	NM_145869	ANXA11	981
311	NM_001278409	ANXA11	981
311	NM_001278407	ANXA11	981
311	NM_001278408	ANXA11	981
311	NM_145868	ANXA11	981
314	NM_009590	AOC2	11882
314	NM_001158	AOC2	11882
316	NM_001159	AOX1	8740
317	NM_013229	APAF1	716
317	NM_181868	APAF1	716
317	NM_181869	APAF1	716
317	NM_181861	APAF1	716
317	NM_001160	APAF1	716
318	NM_147172	NUDT2	10019
318	NM_147173	NUDT2	10019
318	NM_001244390	NUDT2	10019
318	NM_001161	NUDT2	10019
319	NM_001638	APOF	8983
320	NM_001163	APBA1	14420
320	NM_001163	APBA1	14420
321	NM_001130414	APBA2	4816
321	NM_005503	APBA2	4816
321	NM_005503	APBA2	4816
321	NM_001130414	APBA2	4816
322	NM_145689	APBB1	3340
322	NM_001164	APBB1	3340
322	NR_047512	APBB1	3340
322	NM_001257325	APBB1	3340
322	NM_001257319	APBB1	3340
322	NM_001257326	APBB1	3340
322	NM_001257323	APBB1	3340
322	NM_001257320	APBB1	3340
322	NM_001257321	APBB1	3340
323	NM_001166051	APBB2	2855
323	NM_001166054	APBB2	2855
323	NM_001166050	APBB2	2855
323	NM_001166052	APBB2	2855
323	NM_004307	APBB2	2855
323	NM_001166053	APBB2	2855
323	NM_173075	APBB2	2855
324	NM_001127511	APC	331
324	NM_001127510	APC	331
324	NM_000038	APC	331
326	NM_000383	AIRE	14733
327	NM_001640	APEH	7079
328	NM_001244249	APEX1	9800
328	NM_080648	APEX1	9800
328	NM_001641	APEX1	9800
328	NM_080649	APEX1	9800
329	NM_001256163	BIRC2	1821
329	NM_001256166	BIRC2	1821
329	NM_001166	BIRC2	1821
330	NM_001165	BIRC3	31
330	NM_182962	BIRC3	31
331	NM_001204401	XIAP	1935
331	NM_001167	XIAP	1935
332	NM_001012270	BIRC5	1725
332	NM_001168	BIRC5	1725
332	NM_001012271	BIRC5	1725
333	NM_001024807	APLP1	2693
333	NM_005166	APLP1	2693
334	NM_001243299	APLP2	7770
334	NM_001142277	APLP2	7770
334	NM_001642	APLP2	7770
334	NM_001142278	APLP2	7770
334	NM_001142276	APLP2	7770
335	NM_001318021	APOA1	12694
335	NM_001318018	APOA1	12694
335	NM_001318017	APOA1	12694
335	NM_000039	APOA1	12694
338	NM_000384	APOB	13906
341	NM_001645	APOC1	4015
341	NM_001321066	APOC1	4015
341	NM_001321065	APOC1	4015
345	NM_000040	APOC3	13581
348	NM_001302691	APOE	11946
348	NM_001302688	APOE	11946
348	NM_001302689	APOE	11946
348	NM_001302690	APOE	11946
348	NM_000041	APOE	11946
350	NM_000042	APOH	3237
351	NM_000484	APP	140
351	NM_001136130	APP	140
351	NM_001136129	APP	140
351	NM_001136131	APP	140
351	NM_201413	APP	140
351	NM_001204301	APP	140
351	NM_201414	APP	140
351	NM_001204302	APP	140
351	NM_001204303	APP	140
351	NM_001136016	APP	140
353	NM_000485	APRT	9520
353	NM_001030018	APRT	9520
354	NM_001030047	KLK3	3114
354	NM_001648	KLK3	3114
354	NM_001030048	KLK3	3114
355	NM_152872	FAS	722
355	NM_001320619	FAS	722
355	NM_152871	FAS	722
355	NM_000043	FAS	722
356	NM_001302746	FASLG	2125
356	NM_000639	FASLG	2125
357	NM_001320664	SHROOM2	10178
357	NM_001649	SHROOM2	10178
357	NM_001320663	SHROOM2	10178
358	NM_001185060	AQP1	1997
358	NM_001185061	AQP1	1997
358	NM_198098	AQP1	1997
358	NM_001185062	AQP1	1997
359	NM_000486	AQP2	13043
360	NM_001318144	AQP3	10525
360	NM_004925	AQP3	10525
361	NM_004028	AQP4	1998
361	NM_001650	AQP4	1998
361	NM_001317384	AQP4	1998
361	NM_001317387	AQP4	1998
362	NM_001651	AQP5	4130
363	NM_001652	AQP6	13102
367	NM_000044	AR	1124
367	NM_001011645	AR	1124
368	NM_001171	ABCC6	12965
368	NM_001079528	ABCC6	12965
369	NM_001256197	ARAF	1510
369	NM_001654	ARAF	1510
369	NM_001256196	ARAF	1510
372	NM_001655	ARCN1	899
372	NM_001142281	ARCN1	899
373	NM_033227	TRIM23	6072
373	NM_001656	TRIM23	6072
373	NM_033228	TRIM23	6072
374	NM_001657	AREG	4172
375	NM_001024227	ARF1	9692
375	NM_001658	ARF1	9692
375	NM_001024228	ARF1	9692
375	NM_001024226	ARF1	9692
377	NM_001659	ARF3	891
378	NM_001660	ARF4	941
379	NM_001661	ARL4D	12703
381	NM_001662	ARF5	10247
382	NM_001663	ARF6	6023
383	NM_000045	ARG1	7141
383	NM_001244438	ARG1	7141
384	NM_001172	ARG2	9453
387	NM_001664	RHOA	38
387	NM_001313943	RHOA	38
387	NM_001313946	RHOA	38
387	NM_001313941	RHOA	38
387	NM_001313945	RHOA	38
387	NM_001313947	RHOA	38
387	NM_001313944	RHOA	38
388	NM_004040	RHOB	313
389	NM_001042678	RHOC	173
389	NM_001042679	RHOC	173
389	NM_175744	RHOC	173
390	NM_001254738	RND3	2002
390	NM_005168	RND3	2002
391	NM_001665	RHOG	579
392	NM_004308	ARHGAP1	5373
394	NM_001030055	ARHGAP5	2709
394	NM_001173	ARHGAP5	2709
395	NM_001287242	ARHGAP6	14018
395	NM_013427	ARHGAP6	14018
395	NR_109776	ARHGAP6	14018
395	NM_013423	ARHGAP6	14018
395	NM_006125	ARHGAP6	14018
396	NM_001301240	ARHGDIA	482
396	NR_125441	ARHGDIA	482
396	NM_001301241	ARHGDIA	482
396	NM_001185077	ARHGDIA	482
396	NM_001301242	ARHGDIA	482
396	NM_004309	ARHGDIA	482
396	NM_001301243	ARHGDIA	482
396	NM_001185078	ARHGDIA	482
397	NR_135637	ARHGDIB	12267
397	NM_001175	ARHGDIB	12267
397	NM_001321422	ARHGDIB	12267
397	NM_001321420	ARHGDIB	12267
397	NM_001321423	ARHGDIB	12267
397	NM_001321421	ARHGDIB	12267
399	NM_001278368	RHOH	11937
399	NM_001278367	RHOH	11937
399	NM_001278365	RHOH	11937
399	NM_001278362	RHOH	11937
399	NM_001278359	RHOH	11937
399	NM_001278366	RHOH	11937
399	NM_001278369	RHOH	11937
399	NM_001278363	RHOH	11937
399	NM_004310	RHOH	11937
399	NM_001278364	RHOH	11937
399	NM_001278360	RHOH	11937
399	NM_001278361	RHOH	11937
400	NM_001177	ARL1	5346
400	NM_001301068	ARL1	5346
401	NM_005169	PHOX2A	6794
402	NM_001667	ARL2	481
402	NM_001199745	ARL2	481
403	NM_004311	ARL3	7993
405	NM_001668	ARNT	1407
405	NM_178427	ARNT	1407
405	NM_001286036	ARNT	1407
405	NM_001286035	ARNT	1407
405	NM_001197325	ARNT	1407
406	NM_001030272	ARNTL	2034
406	NM_001178	ARNTL	2034
406	NM_001297724	ARNTL	2034
406	NM_001297719	ARNTL	2034
406	NM_001297722	ARNTL	2034
406	NM_001030273	ARNTL	2034
407	NM_004312	ARR3	6061
408	NM_004041	ARRB1	2765
408	NM_020251	ARRB1	2765
409	NM_001257328	ARRB2	10153
409	NM_001257330	ARRB2	10153
409	NM_001257331	ARRB2	10153
409	NM_199004	ARRB2	10153
409	NM_004313	ARRB2	10153
409	NM_001257329	ARRB2	10153
410	NM_001085425	ARSA	3866
410	NM_001085426	ARSA	3866
410	NM_001085427	ARSA	3866
410	NM_001085428	ARSA	3866
410	NM_000487	ARSA	3866
411	NM_000046	ARSB	6857
411	NM_198709	ARSB	6857
412	NM_001320752	STS	4808
412	NM_001320750	STS	4808
412	NM_000351	STS	4808
412	NM_001320751	STS	4808
412	NM_001320753	STS	4808
412	NM_001320754	STS	4808
414	NM_009589	ARSD	10987
414	NM_001669	ARSD	10987
415	NM_001282628	ARSE	12566
415	NM_001282631	ARSE	12566
415	NM_000047	ARSE	12566
416	NM_001201538	ARSF	4075
416	NM_001201539	ARSF	4075
416	NM_004042	ARSF	4075
419	NM_001130016	ART3	4084
419	NM_001179	ART3	4084
419	NM_001130017	ART3	4084
420	NM_021071	ART4	13509
421	NM_001670	ARVCF	11741
427	NM_004315	ASAH1	4719
427	NM_001127505	ASAH1	4719
427	NM_177924	ASAH1	4719
429	NM_004316	ASCL1	12304
430	NM_005170	ASCL2	4088
432	NM_001671	ASGR1	3910
432	NM_001197216	ASGR1	3910
433	NM_080914	ASGR2	13006
433	NM_001181	ASGR2	13006
433	NM_001201352	ASGR2	13006
433	NM_080912	ASGR2	13006
433	NM_080913	ASGR2	13006
434	NM_001672	ASIP	2761
439	NM_004317	ASNA1	8662
440	NM_001178076	ASNS	5596
440	NM_001178077	ASNS	5596
440	NM_133436	ASNS	5596
440	NM_183356	ASNS	5596
440	NM_001178075	ASNS	5596
440	NM_001673	ASNS	5596
443	NM_001128085	ASPA	11867
443	NM_000049	ASPA	11867
444	NM_001164752	ASPH	5707
444	NM_001164755	ASPH	5707
444	NM_001164756	ASPH	5707
444	NM_001164751	ASPH	5707
444	NM_032467	ASPH	5707
444	NM_032468	ASPH	5707
444	NM_032466	ASPH	5707
444	NM_004318	ASPH	5707
444	NM_020164	ASPH	5707
444	NM_001164754	ASPH	5707
444	NM_001164753	ASPH	5707
444	NM_001164750	ASPH	5707
445	NM_000050	ASS1	10942
445	NM_054012	ASS1	10942
460	NM_207108	ASTN1	4732
460	NM_004319	ASTN1	4732
460	NM_001286164	ASTN1	4732
462	NM_000488	SERPINC1	14160
463	NM_001164766	ZFHX3	4976
463	NM_006885	ZFHX3	4976
466	NM_005171	ATF1	7350
467	NM_001206484	ATF3	8544
467	NM_001206488	ATF3	8544
467	NM_001030287	ATF3	8544
467	NM_001206486	ATF3	8544
467	NM_001674	ATF3	8544
467	NM_001040619	ATF3	8544
468	NM_182810	ATF4	2188
468	NM_001675	ATF4	2188
471	NM_004044	ATIC	9612
472	NM_000051	ATM	1038
473	NM_001042682	RERE	961
473	NM_001042681	RERE	961
473	NM_012102	RERE	961
475	NM_004045	ATOX1	8363
476	NM_001160233	ATP1A1	2395
476	NM_000701	ATP1A1	2395
476	NM_001160234	ATP1A1	2395
477	NM_000702	ATP1A2	990
478	NM_001256214	ATP1A3	8739
478	NM_152296	ATP1A3	8739
478	NM_001256213	ATP1A3	8739
481	NM_001677	ATP1B1	2178
482	NM_001678	ATP1B2	4642
482	NM_001303263	ATP1B2	4642
483	NM_001679	ATP1B3	7750
486	NM_001680	FXYD2	4856
486	NM_021603	FXYD2	4856
488	NM_170665	ATP2A2	1608
488	NM_001681	ATP2A2	1608
489	NM_174957	ATP2A3	12462
489	NM_174955	ATP2A3	12462
489	NM_174958	ATP2A3	12462
489	NM_174954	ATP2A3	12462
489	NM_174953	ATP2A3	12462
489	NM_174956	ATP2A3	12462
489	NM_005173	ATP2A3	12462
490	NM_001682	ATP2B1	1820
490	NM_001001323	ATP2B1	1820
492	NM_001001344	ATP2B3	14092
492	NM_021949	ATP2B3	14092
493	NM_001001396	ATP2B4	3068
493	NM_001684	ATP2B4	3068
495	NM_000704	ATP4A	12009
498	NM_004046	ATP5F1A	9622
498	NM_001257334	ATP5F1A	9622
498	NM_001001935	ATP5F1A	9622
498	NM_001001937	ATP5F1A	9622
498	NM_001257335	ATP5F1A	9622
501	NM_001201377	ALDH7A1	10715
501	NM_001202404	ALDH7A1	10715
501	NM_001182	ALDH7A1	10715
506	NM_001686	ATP5F1B	1779
509	NM_005174	ATP5F1C	11322
